מזהה כונן,קטגוריה,final score,זמינות,מיקום כונן
8918 רועי ,הנעה,21.106636067991385,לא זמין,
8920 ברכיה ,הנעה,15.114794607137744,זמין,"30.34023782991478,35.24640907184525"
8921 אוראל ,הנעה,9.033415994713213,זמין,"30.30915470718129,34.603362224535175"
8922 נחי ,הנעה,5.489261879398561,זמין,"29.869110454723153,35.463573949724875"
8925 שלמה ,הנעה,50.14197396495754,לא זמין,
8929 עותמאן ,הנעה,26.108555889097183,לא זמין,
8935 נתנאל ,הנעה,8.56086211267126,לא זמין,
8938 נתן ,הנעה,8.56086211267126,זמין,"31.64430515935631,35.4008531959463"
8941 לב ,הנעה,4.071600233272698,לא זמין,
8942 מתן ,הנעה,33.72124739002252,זמין,"32.967860589497384,34.88664468271698"
8947 בנימין ,הנעה,37.26815925649186,זמין,"32.39944934405321,34.2461311214895"
8950 נתן ,הנעה,6.434369643482466,לא זמין,
8950 שלמה ,הנעה,59.24694124824879,זמין,"30.092058754230194,34.84504048789475"
8951 ישראל ,הנעה,11.369893694104215,לא זמין,
8953 בני ,הנעה,9.497443237587454,זמין,"31.16714982769441,34.86489304566531"
8954 ניסן ,הנעה,22.457144850439075,זמין,"30.592504979970936,35.212071595897264"
8957 ניר ,הנעה,33.61037367118635,זמין,"32.92586734614597,35.12411217619408"
8960 חיים ,הנעה,46.8734399348429,לא זמין,
8960 שלמה ,הנעה,12.34129316900689,לא זמין,
8963 מאיר ,הנעה,12.11887387671092,לא זמין,
8964 שמעון ,הנעה,19.902155281678148,לא זמין,
8968 אביעד ,הנעה,54.026169890181045,זמין,"31.03651097657222,34.87533927458119"
8969 אלחי ,הנעה,21.106636067991385,זמין,"30.625528422831753,35.42956002501847"
8971 אופיר ,הנעה,13.24234415062098,לא זמין,
8972 נתנאל ,הנעה,41.97006716444156,זמין,"32.30612334614423,35.39088522819782"
8976 אלון ,הנעה,46.3033508219067,זמין,"29.86543958173917,34.706793200204864"
8976 מרק ,הנעה,6.127032415857283,לא זמין,
8976 נחשון ,הנעה,31.592358624485264,זמין,"32.403291290549085,35.746668852628716"
8980 צבי ,הנעה,28.59643789405844,לא זמין,
8984 שמואל ,הנעה,9.505969876755165,זמין,"30.334486224935223,34.393792488424594"
8986 אברהם ,הנעה,38.46293662312179,זמין,"31.77850700050899,35.320656786714935"
8986 יעקב ,הנעה,49.14170170872872,לא זמין,
8988 חיים ,הנעה,66.40074845741474,זמין,"32.36365729270811,34.70187488968118"
8990 ברוך ,הנעה,63.44972296878349,לא זמין,
8990 נחמן ,הנעה,6.127032415857283,זמין,"31.52302603713811,34.616830879373815"
8991 חיים ,הנעה,33.35707687525877,זמין,"31.21590104231936,34.33473652673957"
8994 ישראל ,הנעה,15.095772615709745,לא זמין,
8994 נדב ,הנעה,9.26969293573419,זמין,"31.478026667454678,34.69507738398148"
8995 אבי ,הנעה,44.99830849771937,לא זמין,
8995 רפאל ,הנעה,39.73000419000015,זמין,"31.623192382087794,34.77262489588583"
8999 יוסף ,הנעה,40.783665051544,זמין,"32.41870081751149,34.9257498304946"
9000 יונתן ,הנעה,34.97688556065483,זמין,"31.164806053999417,34.47637597722086"
9000 רונן ,הנעה,17.066831989426426,זמין,"32.76885942772405,35.00780634536387"
9000 רפאל ,הנעה,26.99046351230745,לא זמין,
9002 אסף ,הנעה,10.995403602800865,זמין,"29.500977595682308,35.87350172443087"
9002 משה ,הנעה,24.04854979014942,לא זמין,
9003 איתן ,הנעה,17.290244885832347,לא זמין,
9003 בכר ,הנעה,15.489284698441097,לא זמין,
9004 יצחק ,הנעה,11.369893694104215,לא זמין,
9007 אליעזר ,הנעה,36.75420939032902,זמין,"29.781031114606243,35.15965851292804"
9007 יונדב ,הנעה,25.624935820738145,לא זמין,
9008 דודי ,הנעה,29.23873078601184,זמין,"30.20559981354388,34.674648886909075"
9008 זמיר ,הנעה,19.199940823452792,לא זמין,
9009 ארז ,הנעה,34.10648704038678,לא זמין,
9009 שלומי ,הנעה,31.671945550257178,זמין,"32.34010851197272,35.77370707268111"
9010 ישראל ,הנעה,28.59643789405844,לא זמין,
9011 גטהון ,הנעה,16.54668789007698,זמין,"32.317077974298016,35.03117260219354"
9012 שלמה ,הנעה,24.155140220055728,זמין,"30.878038208536612,34.78583762340527"
9013 שמעון ,הנעה,42.97380115303592,לא זמין,
9014 נהוראי ,הנעה,8.797139053692238,לא זמין,
9015 נתן ,הנעה,20.62484375346609,זמין,"32.28984532302204,34.95711907987444"
9017 דור ,הנעה,20.014076721141763,זמין,"32.38053707638399,35.3790544453904"
9022 שלמה ,הנעה,47.12499911655708,לא זמין,
9023 יוסף ,הנעה,10.24642342019416,לא זמין,
9023 יצחק ,הנעה,14.70406257921666,זמין,"30.90182680768814,35.56732648017833"
9026 נתנאל ,הנעה,8.797139053692238,זמין,"29.983729852780364,34.68346189674239"
9026 סתיו ,הנעה,15.489284698441097,זמין,"33.279573149787204,34.547205819877206"
9028 דולב ,הנעה,6.670646584503445,זמין,"32.89912575322114,34.99432505966132"
9028 ראובן ,הנעה,15.114794607137744,זמין,"32.40782529207496,34.630901568235295"
9029 אלכסנדר ,הנעה,21.12698494891349,זמין,"31.890897785071658,35.065791146174064"
9029 עמירם ,הנעה,87.50582728234086,לא זמין,
9030 דורון ,הנעה,27.823012856924198,לא זמין,
9030 ליאור ,הנעה,8.74846305498075,לא זמין,
9031 מורדרור ,הנעה,19.902155281678148,לא זמין,
9031 נועם ,הנעה,10.246423420194162,לא זמין,
9032 אלחנן ,הנעה,14.740304515834394,לא זמין,
9034 אבי ,הנעה,56.69953622682968,זמין,"29.89838037372278,34.7785919368971"
9034 עופר ,הנעה,17.873314356764887,זמין,"33.2866401794747,35.167374834986774"
9037 זוהר ,הנעה,72.45325465397944,לא זמין,
9039 ניסן ,הנעה,41.98854402940824,זמין,"31.222839456201722,35.35273089247837"
9041 אלירם ,הנעה,32.661110096810894,לא זמין,
9042 דניאל ,הנעה,15.489284698441097,לא זמין,
9044 דוד ,הנעה,43.06145131202543,לא זמין,
9045 נתנאל ,הנעה,6.90692352552442,זמין,"29.761784592594363,35.74010564016194"
9047 לאה ,הנעה,34.76997405778084,זמין,"30.195845788644547,35.712321129751594"
9049 מיק ,הנעה,5.016707997356607,זמין,"31.49354073038851,35.82996092697704"
9050 אלגרה ,הנעה,73.88079327735025,זמין,"30.107543954785832,34.629206113449406"
9053 שמואל ,הנעה,20.61098610474108,זמין,"33.05147330006657,34.463805052145794"
9055 אלעד ,הנעה,9.505969876755165,לא זמין,
9055 גיא ,הנעה,28.48078170552661,לא זמין,
9058 אהרן ,הנעה,31.955396131466628,זמין,"32.10908178300357,34.461882916187804"
9059 אבי ,הנעה,5.489261879398561,זמין,"31.050296992780268,35.42186214587329"
9059 יוסי ,הנעה,11.744383785407573,לא זמין,
9060 מאור ,הנעה,26.99046351230745,זמין,"32.80900072550237,34.66800191055458"
9060 משה ,הנעה,57.85397954863549,לא זמין,
9063 ברק ,הנעה,54.92606602896567,זמין,"31.838255856169692,34.88455368350534"
9065 עדן ,הנעה,21.853193756828603,לא זמין,
9065 שילה ,הנעה,5.725538820419536,זמין,"29.636653263028265,34.210251476375944"
9068 קורן ,הנעה,30.51520349018205,לא זמין,
9069 ניר ,הנעה,15.489284698441097,לא זמין,
9070 אבי ,הנעה,62.19043430756987,לא זמין,
9073 חביב ,הנעה,9.033415994713213,זמין,"30.04830641176575,35.42148578125021"
9073 קובי ,הנעה,64.23872584492383,זמין,"32.64532343186639,34.27705233481013"
9075 אלירן ,הנעה,14.740304515834394,זמין,"30.85288111491692,34.69357260848815"
9079 אבירן ,הנעה,21.855616250598093,לא זמין,
9079 מתניה ,הנעה,6.90692352552442,לא זמין,
9080 ליאור ,הנעה,29.23873078601184,זמין,"32.34227080755568,34.45069053942448"
9081 ניתאי ,הנעה,7.852031289608328,זמין,"31.47725452626708,34.93918179570108"
9084 גנאדי ,הנעה,27.436725683530653,לא זמין,
9084 צחי ,הנעה,5.489261879398561,לא זמין,
9085 יעקב ,הנעה,45.583360399934165,זמין,"30.618551100809263,35.23137379533302"
9085 סיגלית ,הנעה,22.457144850439075,זמין,"30.010941266932146,34.464249458764186"
9086 יעקב ,הנעה,11.744383785407573,זמין,"31.80880308175459,34.84796340254256"
9087 יצחק ,הנעה,40.177097737320366,לא זמין,
9090 בן ,הנעה,35.47014167824386,לא זמין,
9090 יעקב ,הנעה,16.349474527195788,לא זמין,
9090 שלמה ,הנעה,22.51650699017256,לא זמין,
9092 רוי ,הנעה,27.84745771145173,לא זמין,
9093 ישראל ,הנעה,55.74840070819667,לא זמין,
9093 תמיר ,הנעה,47.872178814679856,לא זמין,
9094 ארז ,הנעה,7.852031289608328,זמין,"31.060675745582692,35.59220782061821"
9094 דניאל ,הנעה,27.24566780809058,לא זמין,
9095 בועז ,הנעה,32.43929317315416,לא זמין,
9095 רונית ,הנעה,45.8926187939856,זמין,"29.639301785422347,35.3101633948513"
9096 ניסן ,הנעה,26.28163268924452,לא זמין,
9096 עידן ,הנעה,7.143200466545397,זמין,"30.498417981234788,34.543502864483756"
9096 שמואל ,הנעה,15.114794607137744,לא זמין,
9098 אברהם ,הנעה,19.902155281678148,לא זמין,
9100 יוסף ,הנעה,15.114794607137744,זמין,"30.418566797273982,34.447417340165174"
9101 בר ,הנעה,31.473519956486623,זמין,"29.78778596442847,35.653322907477964"
9101 ברוך ,הנעה,19.902155281678144,זמין,"32.27116101144093,34.823668469872565"
9101 עומרי ,הנעה,37.25671251291108,זמין,"33.24807766023801,34.48859633930178"
9102 ארי ,הנעה,15.863774789744443,לא זמין,
9103 אביחיל ,הנעה,6.670646584503445,לא זמין,
9103 יעקב ,הנעה,17.066831989426426,זמין,"31.129013137134393,34.52730065214852"
9104 נאסר ,הנעה,27.69929433537038,זמין,"30.703449899242937,35.399344316281535"
9106 ארנון ,הנעה,9.505969876755165,זמין,"32.174564168319854,35.12747696964958"
9106 יונתן ,הנעה,5.725538820419536,לא זמין,
9107 עידו ,הנעה,9.871933328890808,לא זמין,
9108 אלי ,הנעה,26.99046351230745,לא זמין,
9109 יצחק ,הנעה,73.06347660579596,לא זמין,
9114 אלי ,הנעה,23.067911882763408,זמין,"31.260372948668483,34.78162427793273"
9114 יוסף ,הנעה,53.93253676422022,זמין,"31.6538508219788,35.84228353077417"
9115 אורי ,הנעה,25.83307315689233,זמין,"29.874358628605695,34.742204881288586"
9115 יוסי ,הנעה,21.106636067991385,לא זמין,
9116 נאור ,הנעה,21.106636067991385,לא זמין,
9119 אהרון ,הנעה,26.33047535481032,זמין,"33.13849734544562,35.3596654587915"
9119 איציק ,הנעה,8.088308230629305,לא זמין,
9119 אלירן ,הנעה,38.04751553489752,זמין,"32.26801049050526,35.744916814469555"
9120 רפאל ,הנעה,12.11887387671092,לא זמין,
9123 נתנאל ,הנעה,37.50842372174603,לא זמין,
9124 איתי ,הנעה,7.143200466545397,לא זמין,
9124 יוסף ,הנעה,30.770894568643087,לא זמין,
9126 עמית ,הנעה,15.114794607137744,זמין,"30.598476743544104,35.690551729355555"
9127 אבידוד ,הנעה,54.234546782651314,זמין,"32.287457694570776,35.095487674943634"
9129 אורי ,הנעה,36.44154115314653,זמין,"32.575766747346734,35.680193780319385"
9130 משה ,הנעה,33.1212299167591,זמין,"32.1840081788468,34.240389730342095"
9132 גל ,הנעה,7.143200466545397,זמין,"32.71111665299132,35.24457136175756"
9132 דניאל ,הנעה,18.792542656493097,זמין,"31.707371052087495,34.39090930106861"
9135 דוד ,הנעה,5.961815761440513,זמין,"32.848053128033975,35.61690230480938"
9139 דוד ,הנעה,31.592358624485264,זמין,"31.121774311922227,34.94563330991456"
9139 עמנואל ,הנעה,38.77629966233529,זמין,"31.640417351776602,34.61111075762262"
9140 שומרון ,הנעה,30.770894568643087,זמין,"32.1263475060192,34.97600490799118"
9141 צביקה ,הנעה,6.670646584503445,לא זמין,
9144 יעקב ,הנעה,9.033415994713213,לא זמין,
9144 שי ,הנעה,12.901300345587142,זמין,"30.315061436635663,35.60465725662874"
9148 אברהם ,הנעה,25.510980012060724,לא זמין,
9148 משה ,הנעה,10.995403602800865,זמין,"31.053316641038354,35.79504894991556"
9148 נתן ,הנעה,15.863774789744443,לא זמין,
9149 משה ,הנעה,33.1212299167591,לא זמין,
9150 ישי ,הנעה,25.741416477872225,זמין,"31.01011027232376,34.47922106099784"
9151 אבי ,הנעה,15.489284698441097,לא זמין,
9152 בערל ,הנעה,12.867854059317628,לא זמין,
9155 גבריאל ,הנעה,30.81792594040695,לא זמין,
9156 נתנאל ,הנעה,7.143200466545397,לא זמין,
9158 חיים ,הנעה,9.033415994713213,לא זמין,
9159 	אורי		 ,הנעה,14.70406257921666,לא זמין,
9161 עזרא ,הנעה,26.04535574822355,זמין,"30.598329321701414,35.42076753304797"
9162 צבי ,הנעה,24.867087900837323,לא זמין,
9163 יצחק ,הנעה,48.4403631495846,זמין,"32.89596744478196,35.470781491203546"
9165 ליאור ,הנעה,60.53815936988053,לא זמין,
9169 נתנאל ,הנעה,29.75153746500437,זמין,"29.718866252447818,35.808884778358056"
9170 חנן ,הנעה,9.26969293573419,לא זמין,
9170 יגל ,הנעה,31.55431464162925,לא זמין,
9171 אלירן ,הנעה,7.143200466545397,לא זמין,
9173 לוי ,הנעה,7.379477407566374,זמין,"31.06074161589797,35.347453729884045"
9175 דניאל ,הנעה,4.071600233272698,לא זמין,
9179 אביתר ,הנעה,9.033415994713213,זמין,"33.11823471874718,35.1613850395568"
9179 יונתן ,הנעה,16.960241559520114,זמין,"32.39813060339509,35.18300365411578"
9182 משה ,הנעה,7.143200466545397,לא זמין,
9183 חזי ,הנעה,7.143200466545397,לא זמין,
9184 נפתלי ,הנעה,8.56086211267126,זמין,"30.186619753092764,35.80571655893567"
9186 בנימין ,הנעה,14.231508697174702,לא זמין,
9188 	צביקה		 ,הנעה,47.11448262477438,לא זמין,
9188 אלי ,הנעה,47.11448262477438,זמין,"30.557844907329795,34.705671704929856"
9188 יעל ,הנעה,28.06305172861345,לא זמין,
9189 ידידיה ,הנעה,20.37470916372009,לא זמין,
9190 יהורה ,הנעה,24.04854979014942,לא זמין,
9191 אברהם ,הנעה,41.38976584963093,זמין,"30.984774061287773,35.53846224264133"
9191 איתמר ,הנעה,12.352682278056491,זמין,"32.60524377941189,35.449791350894166"
9191 גיל ,הנעה,17.873314356764887,לא זמין,
9191 שלומי ,הנעה,18.110715337564567,זמין,"29.71211279475517,35.73871868289411"
9192 הירשהורן ,הנעה,7.624992781070692,לא זמין,
9192 טארק ,הנעה,9.033415994713213,זמין,"29.623056751488186,34.94459806783719"
9194 אוריאל ,הנעה,19.42960139963619,לא זמין,
9194 ישראל ,הנעה,22.341364284953382,לא זמין,
9194 עמית ,הנעה,23.747334223146293,לא זמין,
9196 ישי ,הנעה,6.434369643482466,לא זמין,
9198 בצלאל ,הנעה,47.93071753411747,זמין,"30.47175650222226,35.65654803323708"
9199 בוריס ,הנעה,42.61245691714196,זמין,"30.450364710832865,34.54825442398123"
9201 אלחנן ,הנעה,8.797139053692238,זמין,"31.613913179887412,34.54202410134588"
9204 מתן ,הנעה,37.04049531693576,לא זמין,
9206 שילה ,הנעה,22.737478573929867,זמין,"31.00196815056842,34.21393874362548"
9207 דניאל ,הנעה,40.783665051544,זמין,"31.799656264612043,35.83703131443842"
9208 ידידיה ,הנעה,37.107687979325966,לא זמין,
9209 אביתר ,הנעה,23.325043628669498,לא זמין,
9210 טארק ,הנעה,6.19809270246149,לא זמין,
9212 אברהם ,הנעה,81.51106379738589,לא זמין,
9212 מישאל ,הנעה,11.744383785407573,לא זמין,
9213 דקל ,הנעה,23.99275932380242,זמין,"29.749743384422025,35.21963808113014"
9215 איציק ,הנעה,23.87366169620015,זמין,"29.638498756403497,34.27037083708222"
9215 שמעון ,הנעה,40.783665051544,זמין,"31.41444259262293,35.27794159482515"
9218 אבי ,הנעה,27.823012856924198,לא זמין,
9221 אברהם ,הנעה,27.823012856924198,זמין,"32.9190292519643,35.589083079311834"
9221 ישראל ,הנעה,24.25391580410996,לא זמין,
9222 נריה ,הנעה,7.250502689767338,לא זמין,
9223 אורי ,הנעה,20.581953291016244,לא זמין,
9229 אופיר ,הנעה,9.26969293573419,לא זמין,
9229 עדן ,הנעה,14.70406257921666,זמין,"30.62808542200027,34.90245828757047"
9232 ויקטור ,הנעה,8.797139053692238,לא זמין,
9236 נועם ,הנעה,34.960346952445946,לא זמין,
9237 גיא ,הנעה,44.99830849771937,לא זמין,
9240 נתנאל ,הנעה,17.290244885832347,לא זמין,
9242 ברוך ,הנעה,6.670646584503445,לא זמין,
9245  ,הנעה,9.033415994713213,זמין,"31.57817284981656,35.3410050392525"
9245 סיגל ,הנעה,47.50982409013506,זמין,"30.15053926409374,35.254996975996136"
9247 שלומי ,הנעה,29.223296518197863,זמין,"32.85485525538954,35.64386754379457"
9249 גלעד ,הנעה,28.576200306484,לא זמין,
9250 יוסי ,הנעה,8.56086211267126,לא זמין,
9250 שרון ,הנעה,28.194944298620687,זמין,"32.145809242677764,34.68816690879804"
9258 אריה ,הנעה,32.43929317315416,לא זמין,
9259 הראל ,הנעה,20.033335223485597,זמין,"32.32292580478182,35.23940321992431"
9259 פריאל ,הנעה,34.60212309279639,לא זמין,
9260 אבישלום ,הנעה,49.27187055026876,לא זמין,
9261 יחיאל ,הנעה,51.79954231951002,זמין,"31.858478278193775,35.15193650107253"
9262 יונה ,הנעה,20.581953291016244,לא זמין,
9262 ציון ,הנעה,15.489284698441097,לא זמין,
9263 יוסף ,הנעה,52.5125289528645,זמין,"32.33585956935456,35.118999782376726"
9266 ישראל ,הנעה,9.033415994713213,זמין,"31.067156959933058,34.46754327206624"
9266 עמרי ,הנעה,9.033415994713213,זמין,"31.961825688245444,35.802829537607025"
9267 	בועז		 ,הנעה,17.53938587146838,לא זמין,
9267 בועז		 ,הנעה,19.902155281678148,לא זמין,
9269 משה ,הנעה,17.066831989426426,זמין,"32.39402649933046,34.27673634250351"
9270 מאור ,הנעה,19.902155281678148,זמין,"33.18925144869483,35.329792893505356"
9274 אסתי ,הנעה,50.93148255780616,לא זמין,
9277 אריה ,הנעה,16.960241559520114,זמין,"32.5593658268244,34.357829727632904"
9277 ויקטור ,הנעה,32.13597279313142,לא זמין,
9281 שי ,הנעה,15.114794607137744,לא זמין,
9282 מנחם ,הנעה,35.39942077440398,לא זמין,
9287 עידן ,הנעה,9.505969876755165,זמין,"33.19628140532608,34.48246324504919"
9288 יחיאל ,הנעה,66.58882071977682,לא זמין,
9288 מיקי ,הנעה,51.15727734636528,זמין,"32.77878458513302,34.24055045390705"
9291 עמית ,הנעה,36.44154115314653,זמין,"30.407480785661445,35.10911547789652"
9294 אברהם ,הנעה,24.895593763494723,זמין,"30.654725030229685,35.34745912602232"
9297 ליאור ,הנעה,41.97006716444156,זמין,"31.66876826031143,35.185517722291316"
9299 אריאל ,הנעה,27.436725683530653,לא זמין,
9299 ישראל ,הנעה,12.81384705104884,זמין,"30.437828803387987,35.10648131323043"
9303 אבי ,הנעה,8.32458517165028,לא זמין,
9303 יעקב ,הנעה,3.3627694102097685,זמין,"32.77039929965281,35.38245967027921"
9303 רונית ,הנעה,22.184080846339054,לא זמין,
9308 שלמה ,הנעה,51.91839490274501,לא זמין,
9313 	יפתח		 ,הנעה,18.85969552017127,זמין,"30.28709826141567,35.55646909480338"
9313 טל ,הנעה,18.01193975351033,לא זמין,
9313 רועי ,הנעה,28.06305172861345,זמין,"31.456111165981795,35.262306980866285"
9320 אביה ,הנעה,28.59643789405844,לא זמין,
9321 אריה ,הנעה,9.033415994713213,זמין,"31.898531832468304,35.17473438879696"
9322 יוני ,הנעה,14.70406257921666,לא זמין,
9325 ענר ,הנעה,30.5346176276221,זמין,"33.18223393810503,35.47761343340915"
9327 אורן ,הנעה,44.20618306080062,זמין,"31.700021614373792,34.83945698748561"
9332 ברוך ,הנעה,24.851536981024918,זמין,"32.16487435826233,35.34023000488719"
9332 ירדן ,הנעה,15.17661646125861,לא זמין,
9333 ערן ,הנעה,24.04854979014942,זמין,"30.692255133141348,35.54292374781206"
9333 שלמה ,הנעה,53.28779315840203,זמין,"32.94304958486588,34.8284357221577"
9337 שלומי ,הנעה,8.797139053692238,זמין,"33.259078544865446,34.75718822537488"
9338 יחזקאל ,הנעה,7.852031289608328,לא זמין,
9342 אחוה ,הנעה,13.24234415062098,זמין,"29.586323193575556,34.63270515179091"
9343 הראל ,הנעה,14.547154548179094,לא זמין,
9345 אריאל ,הנעה,36.44154115314653,זמין,"32.05142163325447,35.53552857523301"
9354 עידו ,הנעה,3.835323292251722,זמין,"30.926117149951793,35.24157899325197"
9358 יונה ,הנעה,37.04049531693576,לא זמין,
9359 לייבי ,הנעה,38.219198261847176,לא זמין,
9368 עידו ,הנעה,71.93356431723375,זמין,"32.53249171585646,34.79933356140484"
9369 עומר ,הנעה,35.47014167824386,זמין,"33.293705626317184,34.51773871469317"
9373 דדי ,הנעה,39.11156025103517,זמין,"30.126528706833707,34.65422127021227"
9377 אסף ,הנעה,9.033415994713213,לא זמין,
9380 עידן ,הנעה,19.42960139963619,זמין,"32.46595444852061,34.72522786216256"
9385 עמיחי ,הנעה,48.0060045512568,לא זמין,
9387 בן ,הנעה,22.96897585489068,זמין,"33.26882045430477,35.7095161446979"
9388 אבנר ,הנעה,6.434369643482466,לא זמין,
9388 אלעז ,הנעה,38.43635047060135,לא זמין,
9389 אושרי ,הנעה,20.014076721141763,לא זמין,
9390 נחמיה ,הנעה,8.56086211267126,זמין,"29.591827439217738,35.37309466694228"
9391 יעל ,הנעה,22.77642556113885,זמין,"32.71376434407642,35.37619480118393"
9391 מנחם ,הנעה,18.01193975351033,לא זמין,
9393 כפיר ,הנעה,55.14250439399476,זמין,"30.09381576501771,35.277635910500194"
9395 בנצי ,הנעה,29.77133032920942,לא זמין,
9395 צחי ,הנעה,20.033335223485597,זמין,"29.751984957100298,35.10767739104851"
9396 בן ,הנעה,9.033415994713213,לא זמין,
9397 בנימין ,הנעה,13.24234415062098,לא זמין,
9399 יעל ,הנעה,25.510980012060724,לא זמין,
9399 עמיחי ,הנעה,4.071600233272698,לא זמין,
9400 נפתלי ,הנעה,34.960346952445946,לא זמין,
9400 קובי ,הנעה,35.56155694315035,לא זמין,
9408 שוקי ,הנעה,15.489284698441097,זמין,"30.1502656787444,34.45904658004149"
9411 סעדיה ,הנעה,13.24234415062098,לא זמין,
9412 יאיר ,הנעה,27.436725683530653,זמין,"29.95182997709784,34.25105062881482"
9413 טל ,הנעה,9.122953146284102,לא זמין,
9414 ארז ,הנעה,15.883374656733023,לא זמין,
9416 רפאל ,הנעה,17.066831989426426,לא זמין,
9420 איציק ,הנעה,50.12653425252874,זמין,"30.058346721362323,34.521708055830196"
9422 אשר ,הנעה,34.99516961602835,זמין,"31.24428328346263,35.78119758073823"
9423 דוד ,הנעה,14.70406257921666,לא זמין,
9424 שמעון ,הנעה,15.114794607137744,זמין,"33.08121336735154,34.250317851193714"
9426 ניצן ,הנעה,19.829395820684173,זמין,"30.01612627397622,34.2876278472717"
9428 משה ,הנעה,23.678678915087737,לא זמין,
9428 תומר ,הנעה,15.17661646125861,זמין,"30.39472632017397,34.77265876192624"
9429 גל ,הנעה,18.53662759010884,לא זמין,
9429 זאב ,הנעה,8.56086211267126,זמין,"32.92384943389251,34.231610066493054"
9433 תומר ,הנעה,24.506446690204417,זמין,"30.88366968960876,34.20774309052018"
9434 יהודה ,הנעה,15.863774789744443,לא זמין,
9435 משה ,הנעה,26.99046351230745,לא זמין,
9437 יצחק ,הנעה,24.851536981024918,זמין,"31.74181732777617,34.410296967470615"
9439 מנשה ,הנעה,28.48632609026814,זמין,"30.770487913146365,34.248157195575594"
9441 משה ,הנעה,12.867854059317628,לא זמין,
9442 אופיר ,הנעה,30.033030931855325,לא זמין,
9443 בן ,הנעה,6.19809270246149,לא זמין,
9446 שלומי ,הנעה,9.497443237587458,זמין,"29.823843849781117,35.74798658096951"
9446 שלמה ,הנעה,15.863774789744443,לא זמין,
9447 חיים ,הנעה,45.88439603992028,לא זמין,
9449 עידו ,הנעה,9.033415994713213,לא זמין,
9453 אליהו ,הנעה,21.399185837787428,זמין,"31.954199128832638,34.560764551507425"
9456 אוהד ,הנעה,1.472553882041954,זמין,"29.989777745978685,34.3989489446824"
9456 שמואל ,הנעה,6.434369643482466,לא זמין,
9459 דוד ,הנעה,6.876012598463987,לא זמין,
9460 ידידיה ,הנעה,12.34129316900689,לא זמין,
9461 מאיר ,הנעה,42.512614956650864,לא זמין,
9462 יהודה ,הנעה,6.434369643482466,זמין,"29.938395232891384,35.43185189787945"
9464 	דניאל		 ,הנעה,33.75410107285886,זמין,"33.29950112666286,34.50366585306225"
9464 דניאל ,הנעה,32.518989523602485,זמין,"29.742749860780457,34.95098119460452"
9465 מוטי ,הנעה,20.624843753466088,זמין,"32.760415830317555,34.34908227347149"
9466 חיים ,הנעה,50.91763469629975,לא זמין,
9469 עדי ,הנעה,54.27506684507308,זמין,"31.438737808808128,35.02313811890896"
9469 עפר ,הנעה,21.189880523484657,לא זמין,
9470 יעקב ,הנעה,15.883374656733023,לא זמין,
9472 דוד ,הנעה,36.75420939032902,לא זמין,
9473 יורם ,הנעה,24.28944594741207,לא זמין,
9474 נועם ,הנעה,19.04450081213254,זמין,"31.294522362947852,34.644936330421366"
9475 אילן ,הנעה,5.961815761440513,זמין,"32.42396959695557,35.143543482388615"
9478 מתן ,הנעה,24.102556798418213,לא זמין,
9478 סאלח ,הנעה,6.434369643482466,זמין,"31.38570798798299,34.9145557085272"
9480 אליהו ,הנעה,26.99046351230745,זמין,"30.81571331707501,35.63884271543162"
9481 חיים ,הנעה,57.900058789171936,זמין,"32.16252725838146,35.86476559141469"
9488 מרינה ,הנעה,7.852031289608328,זמין,"32.27007648844415,34.616628918805915"
9490 נהוראי ,הנעה,25.169759923548373,לא זמין,
9491 חיים ,הנעה,9.505969876755165,זמין,"32.007690612180944,34.87246609754613"
9492 נתן ,הנעה,57.05768483311324,לא זמין,
9494 נעם ,הנעה,15.644390683240392,לא זמין,
9495 אסף ,הנעה,15.802292920770444,לא זמין,
9495 דוד ,הנעה,34.76997405778084,זמין,"30.904390709349936,34.634964497877824"
9495 צחי ,הנעה,19.902155281678148,לא זמין,
9496 אילנה ,הנעה,6.19809270246149,זמין,"30.586333286273,35.38023634137765"
9496 הראל ,הנעה,27.93557127639136,זמין,"29.85889493373565,35.841716488648714"
9497 שלמה ,הנעה,4.307877174293676,לא זמין,
9498 ברק ,הנעה,29.77133032920942,לא זמין,
9499 שלומי ,הנעה,48.01285666754877,זמין,"32.19576758008715,35.390244297784314"
9500 יעקב ,הנעה,38.04751553489752,זמין,"31.06662960452574,35.291028544119044"
9500 שולמית ,הנעה,10.995403602800865,זמין,"32.63859663172211,35.61927293688472"
9504 גיא ,הנעה,6.670646584503445,לא זמין,
9511 אריאל ,הנעה,23.678678915087737,לא זמין,
9514 מתן ,הנעה,8.74846305498075,זמין,"31.739197013910385,35.41044710620513"
9519 עתניאל ,הנעה,9.033415994713213,זמין,"31.298810700931107,34.35138418453224"
9524 אליהו ,הנעה,40.88674625007528,לא זמין,
9526 גולן ,הנעה,33.92254362779864,זמין,"31.272717543145525,35.29487680341477"
9527 ישראל ,הנעה,21.13057135854689,זמין,"32.93135454851857,34.55514664718415"
9535 אביאם ,הנעה,8.088308230629305,זמין,"30.119119617048593,34.88396171148029"
9535 מאיר ,הנעה,23.067911882763408,זמין,"31.61088355227121,35.4615822145908"
9539 לפידות ,הנעה,13.24234415062098,זמין,"31.730043939452017,35.51623239156445"
9541 ינון ,הנעה,19.42960139963619,לא זמין,
